group_id,long_weekend_date,long_weekend_days,strategy_weekend_days,cost_days
68538,2017-10-04,1,7,2
14998,2017-10-04,1,7,2
11160,2017-10-04,1,7,2
21867,2017-10-04,1,7,2
40489,2017-10-04,1,7,2
48475,2017-10-04,1,7,2
36754,2017-10-04,1,7,2
18551,2017-10-04,1,7,2
22652,2017-10-04,1,7,2
42077,2017-10-04,1,7,2
20441,2017-12-30,3,3,0
31936,2017-10-07,4,4,0
16725,2017-12-30,3,3,0
40335,2017-10-07,4,4,0
31902,2016-12-31,3,3,0
60126,2017-01-27,6,10,2
22090,2017-02-25,4,9,3
61191,2017-05-27,6,9,3
2321,2017-12-30,3,3,0
29398,2017-01-27,6,10,2
29391,2017-02-25,4,9,3
40583,2017-02-25,4,9,3
55729,2017-04-01,4,9,3
57589,2017-05-27,6,9,3
76,2017-05-27,6,9,3
55521,2017-10-04,1,7,2
5338,2017-10-04,1,7,2
59095,2017-10-04,1,7,2
42967,2017-10-04,1,7,2
66296,2017-10-04,1,7,2
60343,2017-10-04,1,7,2
41689,2017-10-04,1,7,2
32088,2017-12-30,3,3,0
55108,2017-12-30,3,3,0
3166,2017-10-07,4,4,0
11711,2017-12-30,3,3,0
65318,2017-12-30,3,3,0
55571,2017-10-04,1,7,2
62800,2017-10-04,1,7,2
6687,2017-10-07,4,4,0
38384,2017-10-07,4,4,0
23910,2017-10-07,4,4,0
57644,2017-10-07,4,4,0
26671,2017-10-07,4,4,0
52274,2017-10-07,4,4,0
3893,2017-10-07,4,4,0
27877,2016-12-31,3,3,0
43218,2016-12-31,3,3,0
18135,2016-12-31,3,3,0
30438,2017-01-27,6,10,2
60743,2017-01-27,6,10,2
65672,2017-01-27,6,10,2
30538,2017-01-27,6,10,2
62397,2017-01-27,6,10,2
52448,2017-01-27,6,10,2
21290,2017-01-27,6,10,2
22892,2017-01-27,6,10,2
67802,2017-01-27,6,10,2
34581,2017-01-27,6,10,2
46723,2017-01-27,6,10,2
35492,2017-01-27,6,10,2
30176,2017-01-27,6,10,2
63475,2017-01-27,6,10,2
63732,2017-01-27,6,10,2
34024,2017-01-27,6,10,2
21243,2017-01-27,6,10,2
10083,2017-01-27,6,10,2
14434,2017-01-27,6,10,2
50705,2017-01-27,6,10,2
64778,2017-01-27,6,10,2
4590,2017-01-27,6,10,2
12757,2017-01-27,6,10,2
68386,2017-01-27,6,10,2
23127,2017-01-27,6,10,2
47472,2017-01-27,6,10,2
19255,2017-02-25,4,9,3
31140,2017-02-25,4,9,3
6567,2017-02-25,4,9,3
60576,2017-02-25,4,9,3
37690,2017-02-25,4,9,3
51058,2017-02-25,4,9,3
44720,2017-02-25,4,9,3
55485,2017-02-25,4,9,3
57195,2017-02-25,4,9,3
47217,2017-02-25,4,9,3
55497,2017-02-25,4,9,3
33050,2017-02-25,4,9,3
52294,2017-02-25,4,9,3
51042,2017-02-25,4,9,3
510,2017-04-01,4,9,3
2657,2017-04-01,4,9,3
26349,2017-04-01,4,9,3
37852,2017-04-01,4,9,3
47387,2017-04-01,4,9,3
55684,2017-04-01,4,9,3
42025,2017-04-01,4,9,3
62659,2017-04-01,4,9,3
7868,2017-04-01,4,9,3
36163,2017-04-01,4,9,3
28779,2017-04-01,4,9,3
55139,2017-04-01,4,9,3
18442,2017-04-01,4,9,3
4997,2017-04-01,4,9,3
6133,2017-04-01,4,9,3
8470,2017-04-01,4,9,3
30715,2017-04-01,4,9,3
35572,2017-04-01,4,9,3
68400,2017-04-01,4,9,3
28394,2017-04-01,4,9,3
56420,2017-04-01,4,9,3
20050,2017-04-01,4,9,3
56406,2017-04-01,4,9,3
21390,2017-04-01,4,9,3
36009,2017-04-01,4,9,3
42333,2017-04-01,4,9,3
50376,2017-04-01,4,9,3
13921,2017-04-01,4,9,3
66964,2017-04-01,4,9,3
9647,2017-04-01,4,9,3
4621,2017-04-29,3,9,4
9071,2017-04-29,3,9,4
14236,2017-04-29,3,9,4
40324,2017-04-29,3,9,4
43779,2017-04-29,3,9,4
1100,2017-04-29,3,9,4
46417,2017-04-29,3,9,4
1823,2017-04-29,3,9,4
2577,2017-04-29,3,9,4
8999,2017-04-29,3,9,4
9819,2017-04-29,3,9,4
13858,2017-04-29,3,9,4
25683,2017-04-29,3,9,4
27802,2017-04-29,3,9,4
4207,2017-04-29,3,9,4
1572,2017-04-29,3,9,4
53328,2017-04-29,3,9,4
57988,2017-04-29,3,9,4
49191,2017-04-29,3,9,4
67886,2017-04-29,3,9,4
2893,2017-04-29,3,9,4
9707,2017-04-29,3,9,4
48411,2017-04-29,3,9,4
2516,2017-04-29,3,9,4
13807,2017-04-29,3,9,4
1140,2017-05-27,6,9,3
10951,2017-05-27,6,9,3
18020,2017-05-27,6,9,3
38340,2017-05-27,6,9,3
28963,2017-05-27,6,9,3
8719,2017-05-27,6,9,3
28399,2017-05-27,6,9,3
22181,2017-05-27,6,9,3
10895,2017-05-27,6,9,3
53398,2017-05-27,6,9,3
33975,2017-05-27,6,9,3
28125,2017-05-27,6,9,3
25193,2017-05-27,6,9,3
65467,2017-05-27,6,9,3
62412,2017-05-27,6,9,3
20986,2017-05-27,6,9,3
26023,2017-05-27,6,9,3
9040,2017-05-27,6,9,3
47645,2017-05-27,6,9,3
52361,2017-05-27,6,9,3
33980,2017-05-27,6,9,3
67720,2017-05-27,6,9,3
43819,2017-05-27,6,9,3
6213,2017-05-27,6,9,3
2165,2017-05-27,6,9,3
29191,2017-05-27,6,9,3
30219,2017-05-27,6,9,3
520,2017-05-27,6,9,3
32962,2017-05-27,6,9,3
11619,2017-05-27,6,9,3
67703,2017-05-27,6,9,3
59886,2017-05-27,6,9,3
23509,2017-05-27,6,9,3
57605,2017-05-27,6,9,3
17969,2017-05-27,6,9,3
53202,2017-05-27,6,9,3
15565,2017-05-27,6,9,3
9727,2017-05-27,6,9,3
40289,2017-05-27,6,9,3
7688,2017-05-27,6,9,3
32932,2017-05-27,6,9,3
62792,2017-05-27,6,9,3
18786,2017-05-27,6,9,3
24801,2017-05-27,6,9,3
16647,2017-05-27,6,9,3
31971,2017-05-27,6,9,3
22730,2017-05-27,6,9,3
14420,2017-05-27,6,9,3
31937,2017-05-27,6,9,3
11557,2017-05-27,6,9,3
64101,2017-05-27,6,9,3
42044,2017-05-27,6,9,3
59276,2017-05-27,6,9,3
37697,2017-05-27,6,9,3
18596,2017-05-27,6,9,3
1025,2017-05-27,6,9,3
40436,2017-05-27,6,9,3
2484,2017-05-27,6,9,3
13826,2017-05-27,6,9,3
5021,2017-05-27,6,9,3
12228,2017-05-27,6,9,3
52714,2017-05-27,6,9,3
1460,2017-05-27,6,9,3
63796,2017-05-27,6,9,3
43411,2017-05-27,6,9,3
19711,2017-05-27,6,9,3
46300,2017-05-27,6,9,3
27944,2017-05-27,6,9,3
57620,2017-05-27,6,9,3
26000,2017-05-27,6,9,3
7911,2017-05-27,6,9,3
18656,2017-05-27,6,9,3
38098,2017-10-04,1,7,2
57631,2017-10-04,1,7,2
14940,2017-10-04,1,7,2
22636,2017-10-04,1,7,2
32053,2017-10-04,1,7,2
64851,2017-10-04,1,7,2
35093,2017-10-04,1,7,2
18845,2017-10-04,1,7,2
32439,2017-10-04,1,7,2
19276,2017-10-04,1,7,2
67929,2017-10-04,1,7,2
3506,2017-10-04,1,7,2
38245,2017-10-04,1,7,2
49120,2017-10-04,1,7,2
2544,2017-10-04,1,7,2
38244,2017-10-04,1,7,2
12211,2017-10-04,1,7,2
48832,2017-10-04,1,7,2
41997,2017-10-04,1,7,2
21628,2017-10-04,1,7,2
15291,2017-10-04,1,7,2
22464,2017-10-04,1,7,2
39359,2017-10-04,1,7,2
46759,2017-10-04,1,7,2
67986,2017-10-04,1,7,2
14693,2017-10-04,1,7,2
38596,2017-10-04,1,7,2
60069,2017-10-04,1,7,2
67722,2017-10-04,1,7,2
54733,2017-10-04,1,7,2
59825,2017-10-04,1,7,2
67184,2017-10-04,1,7,2
50583,2017-10-04,1,7,2
1837,2017-10-04,1,7,2
8398,2017-10-04,1,7,2
27275,2017-10-04,1,7,2
45479,2017-10-04,1,7,2
62551,2017-10-04,1,7,2
10289,2017-10-04,1,7,2
48708,2017-10-04,1,7,2
54816,2017-10-04,1,7,2
5032,2017-10-04,1,7,2
51809,2017-10-04,1,7,2
68124,2017-10-04,1,7,2
12468,2017-10-04,1,7,2
20227,2017-10-04,1,7,2
22952,2017-10-04,1,7,2
53021,2017-10-04,1,7,2
65216,2017-10-04,1,7,2
48804,2017-10-04,1,7,2
33018,2017-10-04,1,7,2
48270,2017-10-04,1,7,2
34466,2017-10-04,1,7,2
5554,2017-10-04,1,7,2
19576,2017-10-04,1,7,2
56961,2017-10-04,1,7,2
42400,2017-10-04,1,7,2
15929,2017-10-04,1,7,2
2393,2017-10-04,1,7,2
53288,2017-10-04,1,7,2
42143,2017-10-04,1,7,2
5622,2017-10-04,1,7,2
63006,2017-10-04,1,7,2
66012,2017-10-04,1,7,2
35855,2017-10-04,1,7,2
39749,2017-10-04,1,7,2
16225,2017-10-04,1,7,2
27758,2017-12-30,3,3,0
2736,2017-12-30,3,3,0
36883,2017-12-30,3,3,0
39777,2017-12-30,3,3,0
56400,2017-12-30,3,3,0
17289,2017-12-30,3,3,0
23464,2017-12-30,3,3,0
20622,2017-12-30,3,3,0
3484,2017-12-30,3,3,0
50866,2017-12-30,3,3,0
18343,2017-12-30,3,3,0
65701,2017-12-30,3,3,0
55468,2017-12-30,3,3,0
17172,2017-12-30,3,3,0
65774,2017-12-30,3,3,0
62356,2017-12-30,3,3,0
38154,2017-12-30,3,3,0
13375,2017-12-30,3,3,0
44649,2017-12-30,3,3,0
15951,2017-12-30,3,3,0
35129,2017-12-30,3,3,0
60196,2017-12-30,3,3,0
55440,2017-12-30,3,3,0
61312,2017-12-30,3,3,0
20102,2017-12-30,3,3,0
10654,2017-12-30,3,3,0
40447,2017-12-30,3,3,0
54766,2017-12-30,3,3,0
36101,2017-12-30,3,3,0
5536,2017-12-30,3,3,0
59332,2017-12-30,3,3,0
63822,2017-12-30,3,3,0
2729,2017-10-07,4,4,0
18681,2017-10-07,4,4,0
8930,2017-10-07,4,4,0
48845,2017-10-07,4,4,0
31158,2017-10-07,4,4,0
29428,2017-10-07,4,4,0
37631,2017-10-07,4,4,0
55318,2017-10-07,4,4,0
46315,2017-10-07,4,4,0
1489,2017-10-07,4,4,0
30374,2017-10-07,4,4,0
18597,2017-10-07,4,4,0
38885,2017-10-07,4,4,0
394,2017-10-07,4,4,0
41279,2017-10-07,4,4,0
43497,2017-10-07,4,4,0
52969,2017-10-07,4,4,0
45465,2017-10-07,4,4,0
45242,2017-10-07,4,4,0
21211,2017-10-07,4,4,0
6386,2017-12-30,3,3,0
22545,2017-12-30,3,3,0
41631,2017-12-30,3,3,0
4251,2017-12-30,3,3,0
15592,2017-12-30,3,3,0
10097,2017-12-30,3,3,0
5780,2017-12-30,3,3,0
33218,2017-12-30,3,3,0
51782,2017-12-30,3,3,0
34919,2017-12-30,3,3,0
54942,2017-12-30,3,3,0
36629,2017-12-30,3,3,0
42894,2017-12-30,3,3,0
13362,2017-12-30,3,3,0
32114,2017-12-30,3,3,0
46539,2017-12-30,3,3,0
56167,2017-12-30,3,3,0
66679,2017-10-04,1,7,2
47667,2017-10-04,1,7,2
10322,2017-10-04,1,7,2
44443,2017-10-04,1,7,2
17580,2017-10-04,1,7,2
35870,2017-10-04,1,7,2
13034,2017-10-04,1,7,2
38701,2017-10-07,4,4,0
17345,2017-10-07,4,4,0
58498,2017-10-07,4,4,0
57527,2017-10-07,4,4,0
6300,2017-10-07,4,4,0
46130,2017-10-07,4,4,0
19411,2017-10-07,4,4,0
39810,2017-10-07,4,4,0
46001,2017-10-07,4,4,0
30483,2017-10-07,4,4,0
22742,2017-10-07,4,4,0
57022,2017-10-07,4,4,0
54273,2017-10-07,4,4,0
49301,2017-10-07,4,4,0
26616,2017-10-07,4,4,0
36671,2017-10-07,4,4,0
26786,2017-10-07,4,4,0
33062,2017-10-07,4,4,0
24352,2017-10-07,4,4,0
15798,2017-10-07,4,4,0
1883,2017-10-07,4,4,0
16451,2017-10-07,4,4,0
19208,2017-10-07,4,4,0
35763,2017-10-07,4,4,0
32848,2017-10-07,4,4,0
42373,2017-10-07,4,4,0
5227,2017-10-07,4,4,0
58765,2017-10-07,4,4,0
44321,2017-10-07,4,4,0
13522,2017-10-07,4,4,0
26553,2017-10-07,4,4,0
61940,2017-10-07,4,4,0
5196,2017-10-07,4,4,0
509,2017-10-07,4,4,0
34161,2017-10-07,4,4,0
65554,2017-10-07,4,4,0
9273,2017-10-07,4,4,0
68501,2017-10-07,4,4,0
27438,2017-10-07,4,4,0
8442,2016-12-31,3,3,0
5234,2016-12-31,3,3,0
30052,2016-12-31,3,3,0
26275,2016-12-31,3,3,0
48398,2017-01-27,6,10,2
67528,2017-01-27,6,10,2
65075,2017-01-27,6,10,2
1344,2017-01-27,6,10,2
32606,2017-01-27,6,10,2
30917,2017-01-27,6,10,2
52237,2017-01-27,6,10,2
19171,2017-01-27,6,10,2
16554,2017-01-27,6,10,2
51625,2017-01-27,6,10,2
51386,2017-01-27,6,10,2
35290,2017-01-27,6,10,2
30272,2017-01-27,6,10,2
18767,2017-01-27,6,10,2
30933,2017-01-27,6,10,2
23637,2017-01-27,6,10,2
31660,2017-01-27,6,10,2
27430,2017-01-27,6,10,2
39464,2017-02-25,4,9,3
